ATH	Low_DS_1	Low_DS_2	Low_DS_3	Medium_DS_1	Medium_DS_2	Medium_DS_3	Elevated_DS_1	Elevated_DS_2	Elevated_DS_3	Low_EI_1	Low_EI_2	Low_EI_3	Medium_EI_1	Medium_EI_2	Medium_EI_3	Elevated_EI_1	Elevated_EI_2	Elevated_EI_3	Low_LI_1	Low_LI_2	Low_LI_3	Medium_LI_1	Medium_LI_2	Medium_LI_3	Elevated_LI_1	Elevated_LI_2	Elevated_LI_3
AT1G02930.1	119	731	392	403	633	952	119	425	99	7212	1115	6117	1502	6628	12035	7227	885	3672	2050	3152	7358	473	499	2263	6567	6817	5548
AT1G02940.1	0	0	0	0	1	0	0	0	0	2	0	0	0	1	0	0	0	0	3	0	2	1	0	0	2	3	1
AT1G02950.2	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	19	0	0	0	0	0	0	1	3
AT1G02960.2	118	318	121	188	260	240	275	338	299	309	235	305	61	287	482	194	46	254	319	227	221	357	427	220	285	201	206
AT1G02965.1	0	6	0	0	2	1	1	1	2	1	0	7	0	3	3	0	0	0	1	3	1	5	4	2	0	0	3
AT1G02970.1	1	1	0	0	0	2	0	0	3	1	0	1	0	0	2	0	1	2	15	0	0	6	2	3	10	15	5
AT1G02980.1	1	2	7	5	3	4	11	11	10	32	15	19	5	28	60	31	6	34	9	6	11	22	16	11	20	14	14
AT1G02990.3	110	449	265	415	356	337	374	417	302	446	411	434	88	467	672	288	85	421	395	388	406	437	501	322	321	244	260
AT1G03000.1	71	282	97	168	189	150	289	255	199	417	356	337	114	576	878	566	138	711	614	618	581	1017	1029	608	774	434	556
AT1G03010.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
AT1G03020.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
AT1G03022.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G03030.1	774	2086	1080	1747	1441	1539	1903	2069	1655	1745	1132	1331	388	1207	2500	1278	255	1352	2048	1891	1540	1497	1658	1245	1103	894	1004
AT1G03040.1	312	1228	534	620	569	607	680	708	549	597	417	497	135	667	1034	491	98	519	592	575	519	554	693	452	417	271	332
AT1G03050.1	0	6	4	8	9	6	5	8	72	0	0	0	1	2	0	0	0	1	0	0	0	0	0	1	1	0	0
AT1G03055.1	0	2	0	1	0	0	2	0	1	0	0	0	0	0	0	0	0	1	6	1	1	2	0	1	0	0	0
AT1G03060.1	78	543	287	423	345	309	335	409	345	462	440	413	53	476	582	258	95	472	669	484	726	923	941	495	645	362	377
AT1G03070.1	19	109	41	111	60	67	133	165	113	117	65	77	9	52	106	66	8	73	28	30	27	18	30	19	18	8	11
AT1G03080.1	27	144	69	134	166	156	431	433	392	265	222	221	68	400	424	321	64	424	585	409	555	600	758	441	569	449	390
AT1G03090.2	399	1209	524	713	781	751	787	975	725	390	313	355	77	392	632	328	80	455	662	599	629	520	590	425	388	248	310
AT1G03100.1	49	135	106	122	104	110	114	103	90	142	101	135	42	165	258	156	38	207	281	301	257	313	375	205	229	168	198
AT1G03103.1	15	27	17	31	28	37	25	43	37	26	10	20	4	26	58	28	5	22	33	38	24	27	31	33	14	7	17
AT1G03106.1	2812	21040	9355	13578	9801	10975	11932	14436	9657	8095	5382	6610	1665	6027	13254	8239	1536	6622	16252	16656	9415	11830	13231	10843	9999	8382	10730
AT1G03110.1	28	101	44	62	52	53	65	68	52	145	137	133	50	176	362	286	48	340	344	274	242	485	501	343	435	329	373
AT1G03120.1	414	2176	1156	1453	1289	1268	1444	1636	1196	423	254	314	64	291	556	363	63	379	1286	1214	856	525	611	502	402	314	347
AT1G03130.1	41	313	179	301	252	268	368	393	307	170	115	126	37	144	214	113	15	118	562	77	56	69	97	74	75	81	330
AT1G03140.1	398	2648	1373	1626	1330	1383	1406	1506	1148	2040	1356	1709	420	1374	2894	1326	277	1235	1171	1084	944	1073	1171	904	1023	783	931
AT1G03150.1	71	154	83	142	98	118	146	160	154	407	270	393	113	340	730	434	79	460	257	190	176	368	398	281	331	321	370
AT1G03160.1	62	242	104	174	188	182	301	318	233	212	159	144	66	297	444	351	85	432	564	371	361	650	706	412	707	417	481
AT1G03170.1	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0
AT1G03180.1	45	95	43	63	39	70	69	71	52	68	55	74	10	67	146	85	17	61	48	34	44	53	65	44	60	41	49
AT1G03190.1	146	514	227	310	341	356	509	473	432	418	277	383	115	478	690	287	82	424	371	296	335	381	496	293	282	200	215
AT1G03200.1	49	110	55	60	49	75	60	76	75	104	65	71	22	104	141	61	17	89	53	51	57	96	111	64	57	37	33
AT1G03210.1	172	567	274	286	229	276	236	248	231	280	169	220	78	303	430	164	51	235	254	192	177	230	309	155	172	113	125
AT1G03220.1	180	1662	677	2005	1900	2566	3901	3890	3682	4322	2511	3308	1419	6287	8864	5053	900	4471	2493	2715	3786	3026	3812	2838	3094	2068	1740
AT1G03230.1	111	835	380	1304	1016	1037	1406	1489	1119	1903	1169	1391	757	3330	4454	2800	566	2943	1256	1342	1729	1983	2115	1655	2709	1863	1666
AT1G03240.1	10	22	6	11	13	12	5	8	7	25	11	15	4	17	22	4	7	24	13	7	11	21	16	11	14	11	9
AT1G03250.2	93	353	186	199	171	179	153	139	125	454	268	415	89	332	740	362	70	405	396	344	277	436	439	314	367	310	338
AT1G03260.1	57	203	102	83	62	87	55	63	63	145	101	107	23	114	232	143	36	108	136	112	83	133	177	95	124	95	110
AT1G03270.1	387	1144	497	879	737	767	898	1097	739	289	193	210	60	231	376	232	50	316	814	792	705	448	515	378	355	219	267
AT1G03280.1	118	416	208	254	287	289	314	271	249	531	315	394	116	508	726	407	106	469	620	445	459	599	745	419	464	323	395
AT1G03290.1	2	2	2	7	0	7	1	4	11	23	11	14	3	22	34	20	2	25	69	21	16	17	34	19	23	23	56
AT1G03300.1	0	6	3	3	4	5	12	9	4	24	24	19	15	58	102	112	27	139	198	156	151	212	219	138	150	119	97
AT1G03310.2	2	24	9	18	15	29	34	32	32	41	24	31	22	73	96	115	35	128	497	373	369	462	440	308	328	226	300
AT1G03320.1	0	2	1	3	2	1	2	3	2	4	1	1	1	1	4	2	0	2	6	2	1	1	5	1	3	4	1
AT1G03330.1	228	901	547	585	501	500	503	577	396	801	603	717	202	680	1546	941	140	970	869	668	521	784	853	812	823	886	972
AT1G03340.1	19	81	36	100	87	71	86	75	62	227	153	175	52	168	422	166	37	163	242	228	180	314	295	230	252	188	199
AT1G03350.1	115	788	430	622	579	586	821	762	669	1034	698	822	219	733	1368	750	123	674	575	462	414	605	629	491	502	394	500
AT1G03360.1	71	202	91	197	169	158	222	262	218	528	295	408	162	547	1064	722	116	752	564	522	443	762	826	626	734	570	666
AT1G03365.1	107	683	327	378	407	423	518	505	445	308	239	246	66	381	502	286	71	406	471	442	502	533	601	380	471	307	350
AT1G03370.1	33	259	76	117	101	124	96	102	95	563	303	508	45	260	476	127	28	177	249	211	197	162	193	149	114	71	149
AT1G03380.1	552	3323	1346	1569	1541	1578	1765	1898	1552	1165	883	938	163	981	1344	682	167	826	1046	1091	1046	1057	1068	627	768	303	450
AT1G03390.1	2	38	21	28	13	15	27	33	24	1	1	1	0	1	0	0	0	0	4	2	0	2	1	0	0	0	0
AT1G03400.1	11	41	21	30	26	25	46	40	41	20	16	14	3	21	46	38	7	43	57	38	40	22	24	16	30	26	42
AT1G03410.1	4	6	5	7	11	6	8	19	17	24	14	22	7	42	30	40	8	31	134	49	34	118	110	80	113	92	131
AT1G03430.1	77	284	90	174	176	155	212	231	140	170	123	149	49	156	334	189	33	222	221	166	94	174	211	132	146	120	132
AT1G03440.1	53	471	226	255	261	225	328	344	246	251	215	189	58	212	358	170	33	182	333	342	257	218	259	215	155	106	149
AT1G03445.1	1	0	1	0	0	1	2	4	4	0	0	0	0	1	0	1	1	1	0	0	0	2	3	0	1	1	3
AT1G03457.2	6	8	4	1	12	5	8	3	5	9	6	13	2	17	14	11	3	22	47	22	16	28	26	27	37	13	24
AT1G03470.1	1219	7608	4320	4594	3867	4106	3724	3903	2831	1535	859	1088	390	1318	2598	1351	258	1319	2013	2059	1510	913	1270	851	556	387	424
AT1G03475.1	284	967	537	748	637	642	895	969	731	830	559	648	231	939	1482	1106	237	1392	1826	1005	857	1534	1632	1053	1710	1259	1392
AT1G03490.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0
AT1G03495.1	4	46	32	36	25	34	55	48	48	239	136	190	71	278	490	279	54	248	81	67	44	86	103	66	75	55	43
AT1G03510.1	18	105	53	71	57	64	71	75	70	60	46	50	21	58	102	70	14	72	107	100	81	115	115	78	77	58	80
AT1G03520.1	20	115	33	60	69	81	91	89	74	103	51	73	29	123	124	108	26	141	131	123	88	150	179	107	147	80	104
AT1G03530.1	132	809	366	462	599	437	555	577	500	686	593	541	233	991	1350	945	185	1126	868	773	979	1273	1579	908	917	583	709
AT1G03540.1	0	27	9	23	30	22	37	29	24	36	30	22	8	33	52	31	10	40	37	51	42	68	78	40	51	39	45
AT1G03550.1	154	442	166	183	173	193	187	181	139	427	188	222	84	359	322	183	58	349	267	251	204	373	484	200	279	155	153
AT1G03560.1	17	154	65	114	82	90	90	123	63	136	102	112	41	166	204	157	30	195	202	232	220	229	321	144	175	140	156
AT1G03590.1	73	311	150	205	214	164	241	246	191	236	120	194	50	222	416	185	32	200	314	272	283	318	328	253	268	214	258
AT1G03600.1	271	1870	1048	1344	1097	1211	1369	1440	1154	946	641	805	215	699	1408	1173	176	958	1137	670	469	809	903	739	1060	985	1132
AT1G03610.1	390	1614	735	1203	942	1058	1156	1213	1039	1249	782	996	192	843	1158	664	121	593	802	820	681	608	816	483	584	371	448
AT1G03620.1	36	77	32	33	24	39	34	48	34	27	20	12	6	37	48	32	5	26	66	51	38	63	77	34	39	21	33
AT1G03630.1	29	62	19	23	30	31	47	44	43	26	20	18	7	37	42	38	9	77	507	67	62	141	140	78	153	105	143
AT1G03650.1	35	188	86	151	126	117	132	119	85	110	95	83	29	106	248	143	21	129	118	101	103	127	134	119	151	125	169
AT1G03660.1	0	6	1	4	3	1	6	5	6	4	2	2	0	3	0	2	0	2	10	0	2	0	2	0	0	0	0
AT1G03670.1	2	6	3	0	0	1	1	1	1	6	0	4	2	4	4	6	1	0	0	1	3	3	2	1	6	1	2
AT1G03680.1	141	828	389	623	464	546	587	664	513	539	344	429	156	573	974	732	154	927	1256	651	515	810	878	652	919	633	892
AT1G03687.1	41	118	49	82	67	52	85	87	57	133	84	124	29	113	244	171	32	187	243	249	183	377	362	216	306	223	256
AT1G03700.1	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
AT1G03710.1	0	0	1	1	1	5	1	2	4	4	4	9	1	9	4	5	4	7	3	1	2	1	4	4	2	5	6
AT1G03720.1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
AT1G03730.1	14	91	27	64	66	69	58	62	57	185	134	188	45	195	340	191	31	153	163	130	78	168	183	129	102	95	111
AT1G03740.1	49	321	106	178	175	164	197	242	171	188	136	142	33	259	310	176	40	226	266	259	264	302	348	210	239	158	214
AT1G03750.1	71	417	180	251	238	226	310	303	261	241	158	167	53	243	370	201	50	224	253	241	217	262	284	160	200	141	172
AT1G03760.1	822	2320	1155	1337	1390	1286	1371	1451	1100	1016	780	994	209	934	1972	862	179	862	979	922	763	795	827	765	672	495	639
AT1G03770.2	581	1742	855	1282	1244	1346	1958	1964	1525	796	556	711	195	839	1604	839	188	898	755	779	691	693	865	615	593	416	561
AT1G03780.3	22	134	65	125	88	91	141	129	110	45	24	27	13	41	66	50	10	37	209	31	10	24	41	17	28	22	29
AT1G03790.1	3002	24084	10641	12745	11555	12175	8342	8826	7735	10468	7689	8058	1789	8544	11730	6510	1314	6844	10208	9724	8569	6848	8092	4965	5236	2969	3623
AT1G03800.1	1	5	2	1	2	5	0	1	2	3	3	3	0	6	2	0	0	1	5	1	3	1	1	2	2	0	0
AT1G03810.1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0
AT1G03820.1	0	0	0	0	0	0	0	0	0	1	0	2	0	4	2	0	1	2	43	41	41	0	0	35	208	261	291
AT1G03830.2	55	274	113	163	168	139	122	128	109	230	177	157	53	237	438	270	57	318	529	477	436	499	639	369	440	298	360
AT1G03840.1	4	14	3	11	4	11	14	7	9	9	8	6	1	15	28	8	2	17	24	25	8	31	36	17	20	13	20
AT1G03850.1	3	27	17	10	11	19	13	17	19	399	317	353	34	159	250	160	16	132	300	272	287	225	422	203	103	67	100
AT1G03860.1	246	831	397	641	560	508	662	688	536	2009	1273	1538	401	1591	2942	1377	270	1486	1179	1096	923	1779	1820	1336	1567	1052	1306
AT1G03870.1	26	16	15	11	10	4	5	3	4	14	14	9	2	8	16	7	1	8	48	13	9	20	4	14	19	13	30
AT1G03880.1	41564	220755	117988	132846	130857	144206	105975	114524	84650	76492	56611	71583	13272	57141	117084	32890	5685	31111	31943	30959	32270	25798	31183	22808	8548	6313	7041
AT1G03890.1	1965	9860	5509	5823	4594	5580	5379	4955	3972	1977	1253	1650	278	1230	2254	685	124	609	987	978	1057	348	382	271	127	65	52
AT1G03900.1	309	1498	684	889	771	687	841	915	651	1672	1203	1449	344	1172	2590	1381	275	1245	1912	1716	1337	1401	1547	1416	1558	1141	1545
AT1G03905.1	240	893	476	539	465	451	429	481	346	574	329	453	49	255	494	195	49	229	310	286	234	155	229	135	112	86	96
AT1G03910.2	1091	4107	2080	2660	2635	2544	3673	3384	2798	4603	3072	3594	755	3569	5504	2352	508	2532	2242	2217	2105	2199	2547	1751	1801	1291	1447
AT1G03920.1	1	2	4	0	1	1	2	3	3	1	0	1	2	2	4	1	2	1	13	1	3	6	14	1	5	3	3
AT1G03930.1	77	351	181	245	220	240	225	229	182	385	230	333	78	331	536	229	64	317	326	267	256	348	376	229	255	193	196
AT1G03940.1	11	50	19	53	45	31	92	92	84	391	276	325	131	420	774	476	82	491	116	77	68	198	228	142	118	81	99
AT1G03950.1	279	587	251	347	334	307	329	371	246	334	230	342	70	263	556	223	35	252	208	171	156	188	182	132	146	119	130
AT1G03960.1	104	303	107	173	142	172	136	137	128	269	166	208	53	318	344	170	40	230	226	209	175	307	385	173	245	112	141
AT1G03970.1	165	1172	624	858	795	745	948	888	773	694	482	584	147	500	980	512	73	449	580	483	412	384	477	365	330	225	271
AT1G03980.1	118	851	496	645	564	536	670	640	540	460	306	386	92	341	664	353	46	309	419	329	283	286	364	255	246	181	188
AT1G03982.1	0	0	1	0	0	0	0	0	0	1	4	3	0	2	0	0	1	0	1	0	0	0	1	0	0	0	0
AT1G03990.1	449	3259	1461	2178	2143	2018	2538	2717	2324	2786	2036	2013	510	2502	3730	2048	434	2183	1006	985	941	762	919	642	600	293	373
AT1G04000.1	82	673	389	472	319	400	288	312	243	349	209	211	56	268	338	177	33	182	171	111	108	141	188	107	148	108	105
AT1G04010.1	71	170	52	89	120	105	117	125	79	77	48	62	14	74	96	70	9	90	111	80	78	91	132	65	88	53	68
AT1G04020.1	3	2	0	0	0	1	0	0	0	0	1	0	0	1	2	2	1	6	71	0	7	45	26	18	58	43	47
AT1G04030.1	90	271	122	134	119	133	141	135	104	241	162	215	32	158	290	136	39	158	263	222	177	221	196	136	174	105	133
AT1G04040.1	107	234	130	70	52	67	46	34	30	112	57	87	14	43	74	43	11	61	227	89	52	64	51	43	69	68	82
AT1G04050.1	4	36	12	31	25	26	32	37	29	23	15	21	13	48	74	32	6	45	84	74	67	87	122	58	81	54	55
AT1G04070.1	30	224	152	208	140	170	150	153	122	560	334	469	127	507	1004	567	85	590	393	346	221	426	513	403	417	351	387
AT1G04080.3	466	1809	678	989	1004	996	1171	1159	1030	1347	918	1032	339	1689	1932	1198	321	1765	1890	1762	1678	2656	2973	1581	2236	1157	1493
AT1G04090.1	0	4	1	2	4	1	7	2	10	2	2	5	0	0	0	1	0	2	3	0	3	2	2	3	1	2	0
AT1G04100.1	31	127	78	67	63	82	73	92	62	60	44	73	9	55	76	53	15	62	90	109	55	67	62	42	43	28	27
AT1G04110.1	0	2	0	0	1	0	0	2	2	2	1	0	0	3	6	1	0	4	44	1	2	12	15	11	16	14	13
AT1G04120.1	648	3056	1301	1565	1761	1770	2116	2313	1958	1485	1424	1398	337	1894	2596	1758	472	2084	3768	4168	4228	2930	3309	1995	1960	1027	1275
AT1G04130.1	123	443	157	312	278	283	437	424	327	505	354	426	125	463	878	462	100	436	430	476	340	446	512	338	422	301	362
AT1G04140.2	475	2004	690	1279	1145	1230	1632	1767	1528	2091	1650	1594	353	2024	2820	1442	380	1909	1650	1890	1717	2328	2413	1451	1905	838	1248
AT1G04150.1	0	3	0	0	0	1	0	0	0	1	0	1	1	2	0	1	0	0	4	1	1	0	2	2	2	0	1
AT1G04160.1	20	50	16	8	11	26	19	27	12	48	30	30	2	22	26	14	5	30	85	25	26	36	43	19	41	23	22
AT1G04170.1	665	2390	1179	1744	1487	1550	1695	1836	1435	2903	1839	2242	703	2693	4640	2881	581	3391	3337	3049	2733	3992	4195	2816	3594	2497	3041
AT1G04171.1	0	2	3	2	2	1	2	4	3	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0
AT1G04180.1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
AT1G04190.1	177	446	216	390	374	314	460	468	312	686	526	589	261	750	1734	1291	251	1254	1141	1122	837	1427	1441	1164	1422	1146	1401
AT1G04200.1	140	394	160	163	201	222	208	198	197	229	170	151	33	167	234	130	34	196	266	231	200	275	296	173	235	127	154
AT1G04210.1	210	1024	419	758	735	724	974	1049	946	1673	1305	1457	318	1675	2464	1090	259	1475	1189	1131	1111	2081	2110	1299	1544	883	1051
AT1G04220.1	1	2	4	4	4	7	0	2	6	9	3	3	1	2	4	2	1	4	25	9	6	9	13	9	17	19	15
AT1G04230.1	176	519	224	347	287	327	401	423	308	423	267	295	89	331	552	290	51	316	315	307	280	348	359	241	288	221	234
AT1G04240.1	8	10	13	3	9	11	6	3	13	10	4	9	2	6	6	5	1	7	38	2	0	7	8	6	7	9	17
AT1G04250.1	20	2	0	2	1	0	2	1	2	0	1	0	0	0	2	2	0	2	46	6	4	7	4	6	12	7	13
AT1G04260.1	68	511	308	347	317	332	310	348	245	573	324	386	127	337	550	388	60	368	378	315	267	306	347	282	302	236	250
AT1G04270.1	643	2161	1061	2320	1806	1871	1945	2086	1613	4300	2924	3717	1729	5303	11102	8773	1570	9633	13112	11657	9073	16325	15957	13546	17096	15665	18229
AT1G04280.1	15	53	17	44	42	42	51	61	37	81	51	74	35	95	164	137	21	117	120	92	99	161	179	113	194	165	170
AT1G04290.1	38	113	72	79	98	82	119	95	74	209	159	197	53	160	392	231	45	213	250	185	156	257	233	234	257	270	353
AT1G04300.3	791	4818	1902	2338	2498	2294	2896	3020	2368	2275	1778	1865	354	2290	3036	1197	336	1698	1738	1891	1891	2022	2410	1436	1598	784	1054
AT1G04310.1	33	178	95	168	132	142	108	99	72	58	36	47	22	96	120	90	14	92	251	234	225	241	272	197	162	113	114
AT1G04330.1	1	5	3	8	3	7	5	4	1	2	1	1	0	2	0	2	0	2	1	0	1	0	0	1	0	1	2
AT1G04340.1	57	124	51	125	102	89	100	118	104	633	402	556	134	518	992	602	117	569	434	385	275	593	559	432	559	416	505
AT1G04350.1	27	172	68	186	156	167	452	516	341	261	171	252	57	286	524	303	71	366	398	381	324	285	366	196	191	126	156
AT1G04360.1	26	246	102	195	175	149	176	214	161	196	121	142	23	113	156	86	17	91	115	86	89	55	75	54	66	38	36
AT1G04370.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G04380.1	3	10	5	2	3	6	2	5	40	21	13	8	1	9	24	13	2	4	25	12	12	14	20	10	12	10	8
AT1G04390.1	79	528	183	257	267	255	324	352	281	333	252	258	80	380	506	217	56	347	309	344	315	429	539	290	273	179	203
AT1G04400.2	504	2974	1378	1889	1774	1862	2385	2529	2257	2171	1569	1771	419	1748	2820	1270	253	1344	1292	1056	1051	1402	1524	967	1138	712	912
AT1G04410.1	448	1324	642	1732	1427	1451	2010	2005	1666	4680	3390	3505	1854	6469	10568	10529	1822	10793	8702	7300	6841	11788	11213	8692	14061	10721	11880
AT1G04420.1	36	92	28	79	55	77	156	157	123	52	50	47	31	89	114	157	30	177	467	184	149	345	377	266	472	385	498
AT1G04430.1	44	21	7	33	24	32	40	53	41	25	10	27	6	44	92	68	19	87	435	143	157	208	207	163	325	199	335
AT1G04440.1	135	466	208	385	291	335	325	405	383	705	431	511	122	617	818	373	75	456	505	412	406	566	661	369	434	272	317
AT1G04445.1	0	13	10	9	8	7	23	19	14	7	9	4	2	10	10	2	0	8	4	6	1	4	4	2	4	0	0
AT1G04450.1	1	0	0	0	2	1	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G04470.1	4	17	1	12	11	11	9	7	31	1	2	0	0	4	2	0	0	1	1	0	0	1	0	1	0	1	0
AT1G04480.1	283	762	418	866	776	793	890	936	647	2545	1626	2081	828	2207	5434	3342	583	3387	3003	2467	1783	4312	4561	3902	4302	4460	5003
AT1G04490.1	0	3	0	6	2	2	2	5	2	10	3	4	2	2	8	6	0	3	12	13	15	15	16	9	15	9	10
AT1G04500.1	0	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
AT1G04501.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G04510.1	802	2007	891	1147	1018	1162	1295	1371	997	1894	1295	1459	399	1858	2820	1436	346	1916	1471	1336	1236	1896	1876	1192	1576	907	1084
AT1G04520.1	7	4	0	5	0	1	2	1	1	20	7	16	6	21	38	46	5	58	116	29	17	151	145	81	139	114	125
AT1G04530.1	544	2277	1126	1676	1483	1469	2119	2026	1576	1316	838	1024	261	980	2048	1159	188	1030	1231	1244	928	1102	1301	997	984	811	938
AT1G04540.1	4	9	4	18	25	13	1	3	30	2	3	1	1	1	0	1	1	3	7	1	1	10	4	5	9	10	9
AT1G04550.2	40	137	75	149	113	130	210	206	169	174	118	155	49	225	392	315	43	274	303	278	217	400	459	275	334	236	307
AT1G04555.1	52	199	87	157	138	185	196	209	164	226	175	154	35	149	248	146	28	133	149	119	81	127	123	94	87	88	103
AT1G04560.1	46838	187364	109049	131217	131426	131537	142852	157810	112240	87290	59073	69594	12917	44345	102646	65770	11282	54207	53587	46695	35935	25891	28868	26895	20774	17283	20877
AT1G04570.1	16	86	49	54	37	49	78	87	61	129	61	99	11	87	142	55	14	79	97	81	93	66	78	48	41	35	69
AT1G04580.1	0	3	3	3	1	5	3	6	27	4	5	8	1	8	10	5	2	4	15	12	11	39	33	16	43	24	32
AT1G04590.2	276	782	421	628	646	643	827	856	693	873	648	761	229	803	1774	1098	214	1085	1323	1237	1006	1324	1486	1146	1249	1036	1250
AT1G04600.1	3	11	4	10	8	9	24	31	23	14	12	13	3	22	36	19	4	29	22	13	14	22	23	11	28	9	11
AT1G04610.1	1	0	0	0	1	1	1	3	2	0	0	1	0	0	0	0	0	1	2	4	1	8	7	4	8	9	12
AT1G04620.1	130	311	115	222	238	202	363	416	320	178	137	171	57	257	388	301	85	413	588	450	369	560	643	390	683	456	579
AT1G04625.1	3	11	21	19	20	23	18	18	22	50	44	36	9	38	80	45	10	44	49	32	34	51	55	42	61	48	53
AT1G04630.1	99	265	172	218	178	168	169	208	152	421	254	334	94	311	650	356	75	331	410	351	309	492	522	398	535	503	590
AT1G04635.1	13	74	57	84	48	72	69	83	53	154	100	136	46	120	278	203	24	197	113	115	81	204	206	155	163	160	202
AT1G04640.1	25	159	102	132	108	113	221	217	164	96	68	98	36	107	250	169	36	190	184	100	92	135	137	140	176	152	207
AT1G04645.1	0	0	0	0	0	1	0	2	4	2	0	1	0	0	2	0	1	1	1	2	2	1	2	0	1	1	3
AT1G04650.1	13	109	42	52	51	46	60	64	40	54	36	51	17	69	110	54	11	63	93	73	102	62	86	61	75	38	55
AT1G04660.1	75	518	280	399	317	348	417	380	289	1219	589	822	209	936	1192	795	152	725	337	392	257	253	374	251	235	172	178
AT1G04670.1	0	2	0	0	0	0	0	0	11	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G04680.1	11	1	0	1	1	2	0	0	0	0	1	1	0	4	4	3	1	20	461	29	45	11	10	34	92	75	92
AT1G04684.1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G04690.1	381	1549	735	959	964	881	1062	1186	901	1125	819	1042	295	1078	2194	1410	252	1323	1567	1430	1251	1791	1640	1386	1559	1216	1552
AT1G04700.1	9	20	11	7	8	5	8	5	18	12	9	8	1	6	10	5	0	5	43	30	33	43	54	16	23	17	17
AT1G04710.1	81	203	109	163	150	144	227	276	203	156	107	129	32	162	306	232	58	266	517	539	425	583	549	402	558	410	471
AT1G04730.1	3	9	6	5	1	4	2	2	4	20	7	6	1	13	18	8	3	18	49	17	27	46	60	21	42	30	34
AT1G04750.1	323	980	570	542	714	631	743	852	598	1222	848	1133	296	974	1942	1190	201	1115	1310	977	850	1263	1277	1076	1087	969	1189
AT1G04760.1	1	0	4	1	0	3	0	2	2	7	4	3	0	4	6	3	0	5	28	5	1	4	3	3	5	1	2
AT1G04770.1	79	345	166	134	82	85	33	32	36	2090	1058	1407	407	1676	2414	867	161	990	897	871	793	1163	1525	834	681	555	510
AT1G04778.1	4	5	5	5	9	9	21	10	15	4	3	9	0	6	6	0	0	3	6	1	0	0	1	2	1	0	1
AT1G04780.1	84	647	262	407	389	387	461	511	420	1095	806	947	261	1292	1852	738	154	822	527	554	474	928	958	583	695	440	544
AT1G04790.1	187	766	344	590	514	591	604	663	586	790	560	616	159	635	990	501	92	581	692	791	627	888	896	617	702	416	491
AT1G04800.1	3	45	19	27	31	29	40	48	42	88	50	50	25	74	98	48	9	41	215	24	14	14	23	18	15	11	18
AT1G04810.1	513	2231	857	1020	1132	1014	1122	1063	898	5865	4572	5007	924	4851	7322	2840	742	3448	1614	1526	1475	1914	1909	1408	1690	812	1235
AT1G04820.1	109	88	45	57	42	59	43	46	73	91	43	56	16	107	115	124	22	195	2108	414	428	949	772	582	1392	1157	1058
AT1G04830.2	937	2823	1203	1585	1559	1633	1818	2068	1504	1064	660	823	170	853	1484	561	142	684	805	918	807	777	912	555	576	325	412
AT1G04840.1	3	11	5	22	23	21	30	33	32	30	19	36	7	49	36	42	11	49	60	55	47	83	75	45	47	47	36
AT1G04850.1	695	1609	908	1222	1112	1013	1398	1455	1194	1795	1362	1412	466	1660	3174	1871	352	1807	2480	2222	1876	2355	2431	1942	2320	1850	2268
AT1G04860.1	111	746	312	574	533	539	639	664	541	942	806	803	217	1083	1688	857	221	960	876	951	883	1095	1248	812	961	621	774
AT1G04870.2	148	497	253	467	416	412	403	438	341	650	463	554	225	809	1608	1071	202	1073	1127	1106	849	1649	1670	1244	1526	1167	1583
AT1G04880.1	0	0	0	3	0	0	3	0	7	2	2	3	0	1	6	9	1	9	17	14	13	14	22	16	27	20	15
AT1G04890.1	0	0	1	1	0	0	0	0	4	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0
