ATH	Elevated_LI_1	Elevated_LI_3	Elevated_LI_2	Elevated_EI_1	Elevated_EI_2	Elevated_EI_3	Elevated_DS_1	Elevated_DS_3	Elevated_DS_2	Low_LI_1	Low_LI_2	Low_LI_3	Low_EI_3	Low_EI_1	Low_EI_2	Low_DS_1	Low_DS_3	Low_DS_2	Medium_LI_1	Medium_LI_2	Medium_LI_3	Medium_EI_2	Medium_EI_1	Medium_EI_3	Medium_DS_1	Medium_DS_3	Medium_DS_2
AT1G02930.1	6567	5548	6817	7227	885	3672	119	99	425	2050	3152	7358	6117	7212	1115	119	392	731	473	499	2263	6628	1502	12035	403	952	633
AT1G02940.1	2	1	3	0	0	0	0	0	0	3	0	2	0	2	0	0	0	0	1	0	0	1	0	0	0	0	1
AT1G02950.2	0	3	1	0	0	0	0	1	0	19	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
AT1G02960.2	285	206	201	194	46	254	275	299	338	319	227	221	305	309	235	118	121	318	357	427	220	287	61	482	188	240	260
AT1G02965.1	0	3	0	0	0	0	1	2	1	1	3	1	7	1	0	0	0	6	5	4	2	3	0	3	0	1	2
AT1G02970.1	10	5	15	0	1	2	0	3	0	15	0	0	1	1	0	1	0	1	6	2	3	0	0	2	0	2	0
AT1G02980.1	20	14	14	31	6	34	11	10	11	9	6	11	19	32	15	1	7	2	22	16	11	28	5	60	5	4	3
AT1G02990.3	321	260	244	288	85	421	374	302	417	395	388	406	434	446	411	110	265	449	437	501	322	467	88	672	415	337	356
AT1G03000.1	774	556	434	566	138	711	289	199	255	614	618	581	337	417	356	71	97	282	1017	1029	608	576	114	878	168	150	189
AT1G03010.1	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G03020.1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G03022.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G03030.1	1103	1004	894	1278	255	1352	1903	1655	2069	2048	1891	1540	1331	1745	1132	774	1080	2086	1497	1658	1245	1207	388	2500	1747	1539	1441
AT1G03040.1	417	332	271	491	98	519	680	549	708	592	575	519	497	597	417	312	534	1228	554	693	452	667	135	1034	620	607	569
AT1G03050.1	1	0	0	0	0	1	5	72	8	0	0	0	0	0	0	0	4	6	0	0	1	2	1	0	8	6	9
AT1G03055.1	0	0	0	0	0	1	2	1	0	6	1	1	0	0	0	0	0	2	2	0	1	0	0	0	1	0	0
AT1G03060.1	645	377	362	258	95	472	335	345	409	669	484	726	413	462	440	78	287	543	923	941	495	476	53	582	423	309	345
AT1G03070.1	18	11	8	66	8	73	133	113	165	28	30	27	77	117	65	19	41	109	18	30	19	52	9	106	111	67	60
AT1G03080.1	569	390	449	321	64	424	431	392	433	585	409	555	221	265	222	27	69	144	600	758	441	400	68	424	134	156	166
AT1G03090.2	388	310	248	328	80	455	787	725	975	662	599	629	355	390	313	399	524	1209	520	590	425	392	77	632	713	751	781
AT1G03100.1	229	198	168	156	38	207	114	90	103	281	301	257	135	142	101	49	106	135	313	375	205	165	42	258	122	110	104
AT1G03103.1	14	17	7	28	5	22	25	37	43	33	38	24	20	26	10	15	17	27	27	31	33	26	4	58	31	37	28
AT1G03106.1	9999	10730	8382	8239	1536	6622	11932	9657	14436	16252	16656	9415	6610	8095	5382	2812	9355	21040	11830	13231	10843	6027	1665	13254	13578	10975	9801
AT1G03110.1	435	373	329	286	48	340	65	52	68	344	274	242	133	145	137	28	44	101	485	501	343	176	50	362	62	53	52
AT1G03120.1	402	347	314	363	63	379	1444	1196	1636	1286	1214	856	314	423	254	414	1156	2176	525	611	502	291	64	556	1453	1268	1289
AT1G03130.1	75	330	81	113	15	118	368	307	393	562	77	56	126	170	115	41	179	313	69	97	74	144	37	214	301	268	252
AT1G03140.1	1023	931	783	1326	277	1235	1406	1148	1506	1171	1084	944	1709	2040	1356	398	1373	2648	1073	1171	904	1374	420	2894	1626	1383	1330
AT1G03150.1	331	370	321	434	79	460	146	154	160	257	190	176	393	407	270	71	83	154	368	398	281	340	113	730	142	118	98
AT1G03160.1	707	481	417	351	85	432	301	233	318	564	371	361	144	212	159	62	104	242	650	706	412	297	66	444	174	182	188
AT1G03170.1	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1
AT1G03180.1	60	49	41	85	17	61	69	52	71	48	34	44	74	68	55	45	43	95	53	65	44	67	10	146	63	70	39
AT1G03190.1	282	215	200	287	82	424	509	432	473	371	296	335	383	418	277	146	227	514	381	496	293	478	115	690	310	356	341
AT1G03200.1	57	33	37	61	17	89	60	75	76	53	51	57	71	104	65	49	55	110	96	111	64	104	22	141	60	75	49
AT1G03210.1	172	125	113	164	51	235	236	231	248	254	192	177	220	280	169	172	274	567	230	309	155	303	78	430	286	276	229
AT1G03220.1	3094	1740	2068	5053	900	4471	3901	3682	3890	2493	2715	3786	3308	4322	2511	180	677	1662	3026	3812	2838	6287	1419	8864	2005	2566	1900
AT1G03230.1	2709	1666	1863	2800	566	2943	1406	1119	1489	1256	1342	1729	1391	1903	1169	111	380	835	1983	2115	1655	3330	757	4454	1304	1037	1016
AT1G03240.1	14	9	11	4	7	24	5	7	8	13	7	11	15	25	11	10	6	22	21	16	11	17	4	22	11	12	13
AT1G03250.2	367	338	310	362	70	405	153	125	139	396	344	277	415	454	268	93	186	353	436	439	314	332	89	740	199	179	171
AT1G03260.1	124	110	95	143	36	108	55	63	63	136	112	83	107	145	101	57	102	203	133	177	95	114	23	232	83	87	62
AT1G03270.1	355	267	219	232	50	316	898	739	1097	814	792	705	210	289	193	387	497	1144	448	515	378	231	60	376	879	767	737
AT1G03280.1	464	395	323	407	106	469	314	249	271	620	445	459	394	531	315	118	208	416	599	745	419	508	116	726	254	289	287
AT1G03290.1	23	56	23	20	2	25	1	11	4	69	21	16	14	23	11	2	2	2	17	34	19	22	3	34	7	7	0
AT1G03300.1	150	97	119	112	27	139	12	4	9	198	156	151	19	24	24	0	3	6	212	219	138	58	15	102	3	5	4
AT1G03310.2	328	300	226	115	35	128	34	32	32	497	373	369	31	41	24	2	9	24	462	440	308	73	22	96	18	29	15
AT1G03320.1	3	1	4	2	0	2	2	2	3	6	2	1	1	4	1	0	1	2	1	5	1	1	1	4	3	1	2
AT1G03330.1	823	972	886	941	140	970	503	396	577	869	668	521	717	801	603	228	547	901	784	853	812	680	202	1546	585	500	501
AT1G03340.1	252	199	188	166	37	163	86	62	75	242	228	180	175	227	153	19	36	81	314	295	230	168	52	422	100	71	87
AT1G03350.1	502	500	394	750	123	674	821	669	762	575	462	414	822	1034	698	115	430	788	605	629	491	733	219	1368	622	586	579
AT1G03360.1	734	666	570	722	116	752	222	218	262	564	522	443	408	528	295	71	91	202	762	826	626	547	162	1064	197	158	169
AT1G03365.1	471	350	307	286	71	406	518	445	505	471	442	502	246	308	239	107	327	683	533	601	380	381	66	502	378	423	407
AT1G03370.1	114	149	71	127	28	177	96	95	102	249	211	197	508	563	303	33	76	259	162	193	149	260	45	476	117	124	101
AT1G03380.1	768	450	303	682	167	826	1765	1552	1898	1046	1091	1046	938	1165	883	552	1346	3323	1057	1068	627	981	163	1344	1569	1578	1541
AT1G03390.1	0	0	0	0	0	0	27	24	33	4	2	0	1	1	1	2	21	38	2	1	0	1	0	0	28	15	13
AT1G03400.1	30	42	26	38	7	43	46	41	40	57	38	40	14	20	16	11	21	41	22	24	16	21	3	46	30	25	26
AT1G03410.1	113	131	92	40	8	31	8	17	19	134	49	34	22	24	14	4	5	6	118	110	80	42	7	30	7	6	11
AT1G03430.1	146	132	120	189	33	222	212	140	231	221	166	94	149	170	123	77	90	284	174	211	132	156	49	334	174	155	176
AT1G03440.1	155	149	106	170	33	182	328	246	344	333	342	257	189	251	215	53	226	471	218	259	215	212	58	358	255	225	261
AT1G03445.1	1	3	1	1	1	1	2	4	4	0	0	0	0	0	0	1	1	0	2	3	0	1	0	0	0	1	0
AT1G03457.2	37	24	13	11	3	22	8	5	3	47	22	16	13	9	6	6	4	8	28	26	27	17	2	14	1	5	12
AT1G03470.1	556	424	387	1351	258	1319	3724	2831	3903	2013	2059	1510	1088	1535	859	1219	4320	7608	913	1270	851	1318	390	2598	4594	4106	3867
AT1G03475.1	1710	1392	1259	1106	237	1392	895	731	969	1826	1005	857	648	830	559	284	537	967	1534	1632	1053	939	231	1482	748	642	637
AT1G03490.1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
AT1G03495.1	75	43	55	279	54	248	55	48	48	81	67	44	190	239	136	4	32	46	86	103	66	278	71	490	36	34	25
AT1G03510.1	77	80	58	70	14	72	71	70	75	107	100	81	50	60	46	18	53	105	115	115	78	58	21	102	71	64	57
AT1G03520.1	147	104	80	108	26	141	91	74	89	131	123	88	73	103	51	20	33	115	150	179	107	123	29	124	60	81	69
AT1G03530.1	917	709	583	945	185	1126	555	500	577	868	773	979	541	686	593	132	366	809	1273	1579	908	991	233	1350	462	437	599
AT1G03540.1	51	45	39	31	10	40	37	24	29	37	51	42	22	36	30	0	9	27	68	78	40	33	8	52	23	22	30
AT1G03550.1	279	153	155	183	58	349	187	139	181	267	251	204	222	427	188	154	166	442	373	484	200	359	84	322	183	193	173
AT1G03560.1	175	156	140	157	30	195	90	63	123	202	232	220	112	136	102	17	65	154	229	321	144	166	41	204	114	90	82
AT1G03590.1	268	258	214	185	32	200	241	191	246	314	272	283	194	236	120	73	150	311	318	328	253	222	50	416	205	164	214
AT1G03600.1	1060	1132	985	1173	176	958	1369	1154	1440	1137	670	469	805	946	641	271	1048	1870	809	903	739	699	215	1408	1344	1211	1097
AT1G03610.1	584	448	371	664	121	593	1156	1039	1213	802	820	681	996	1249	782	390	735	1614	608	816	483	843	192	1158	1203	1058	942
AT1G03620.1	39	33	21	32	5	26	34	34	48	66	51	38	12	27	20	36	32	77	63	77	34	37	6	48	33	39	24
AT1G03630.1	153	143	105	38	9	77	47	43	44	507	67	62	18	26	20	29	19	62	141	140	78	37	7	42	23	31	30
AT1G03650.1	151	169	125	143	21	129	132	85	119	118	101	103	83	110	95	35	86	188	127	134	119	106	29	248	151	117	126
AT1G03660.1	0	0	0	2	0	2	6	6	5	10	0	2	2	4	2	0	1	6	0	2	0	3	0	0	4	1	3
AT1G03670.1	6	2	1	6	1	0	1	1	1	0	1	3	4	6	0	2	3	6	3	2	1	4	2	4	0	1	0
AT1G03680.1	919	892	633	732	154	927	587	513	664	1256	651	515	429	539	344	141	389	828	810	878	652	573	156	974	623	546	464
AT1G03687.1	306	256	223	171	32	187	85	57	87	243	249	183	124	133	84	41	49	118	377	362	216	113	29	244	82	52	67
AT1G03700.1	0	0	1	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1
AT1G03710.1	2	6	5	5	4	7	1	4	2	3	1	2	9	4	4	0	1	0	1	4	4	9	1	4	1	5	1
AT1G03720.1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
AT1G03730.1	102	111	95	191	31	153	58	57	62	163	130	78	188	185	134	14	27	91	168	183	129	195	45	340	64	69	66
AT1G03740.1	239	214	158	176	40	226	197	171	242	266	259	264	142	188	136	49	106	321	302	348	210	259	33	310	178	164	175
AT1G03750.1	200	172	141	201	50	224	310	261	303	253	241	217	167	241	158	71	180	417	262	284	160	243	53	370	251	226	238
AT1G03760.1	672	639	495	862	179	862	1371	1100	1451	979	922	763	994	1016	780	822	1155	2320	795	827	765	934	209	1972	1337	1286	1390
AT1G03770.2	593	561	416	839	188	898	1958	1525	1964	755	779	691	711	796	556	581	855	1742	693	865	615	839	195	1604	1282	1346	1244
AT1G03780.3	28	29	22	50	10	37	141	110	129	209	31	10	27	45	24	22	65	134	24	41	17	41	13	66	125	91	88
AT1G03790.1	5236	3623	2969	6510	1314	6844	8342	7735	8826	10208	9724	8569	8058	10468	7689	3002	10641	24084	6848	8092	4965	8544	1789	11730	12745	12175	11555
AT1G03800.1	2	0	0	0	0	1	0	2	1	5	1	3	3	3	3	1	2	5	1	1	2	6	0	2	1	5	2
AT1G03810.1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
AT1G03820.1	208	291	261	0	1	2	0	0	0	43	41	41	2	1	0	0	0	0	0	0	35	4	0	2	0	0	0
AT1G03830.2	440	360	298	270	57	318	122	109	128	529	477	436	157	230	177	55	113	274	499	639	369	237	53	438	163	139	168
AT1G03840.1	20	20	13	8	2	17	14	9	7	24	25	8	6	9	8	4	3	14	31	36	17	15	1	28	11	11	4
AT1G03850.1	103	100	67	160	16	132	13	19	17	300	272	287	353	399	317	3	17	27	225	422	203	159	34	250	10	19	11
AT1G03860.1	1567	1306	1052	1377	270	1486	662	536	688	1179	1096	923	1538	2009	1273	246	397	831	1779	1820	1336	1591	401	2942	641	508	560
AT1G03870.1	19	30	13	7	1	8	5	4	3	48	13	9	9	14	14	26	15	16	20	4	14	8	2	16	11	4	10
AT1G03880.1	8548	7041	6313	32890	5685	31111	105975	84650	114524	31943	30959	32270	71583	76492	56611	41564	117988	220755	25798	31183	22808	57141	13272	117084	132846	144206	130857
AT1G03890.1	127	52	65	685	124	609	5379	3972	4955	987	978	1057	1650	1977	1253	1965	5509	9860	348	382	271	1230	278	2254	5823	5580	4594
AT1G03900.1	1558	1545	1141	1381	275	1245	841	651	915	1912	1716	1337	1449	1672	1203	309	684	1498	1401	1547	1416	1172	344	2590	889	687	771
AT1G03905.1	112	96	86	195	49	229	429	346	481	310	286	234	453	574	329	240	476	893	155	229	135	255	49	494	539	451	465
AT1G03910.2	1801	1447	1291	2352	508	2532	3673	2798	3384	2242	2217	2105	3594	4603	3072	1091	2080	4107	2199	2547	1751	3569	755	5504	2660	2544	2635
AT1G03920.1	5	3	3	1	2	1	2	3	3	13	1	3	1	1	0	1	4	2	6	14	1	2	2	4	0	1	1
AT1G03930.1	255	196	193	229	64	317	225	182	229	326	267	256	333	385	230	77	181	351	348	376	229	331	78	536	245	240	220
AT1G03940.1	118	99	81	476	82	491	92	84	92	116	77	68	325	391	276	11	19	50	198	228	142	420	131	774	53	31	45
AT1G03950.1	146	130	119	223	35	252	329	246	371	208	171	156	342	334	230	279	251	587	188	182	132	263	70	556	347	307	334
AT1G03960.1	245	141	112	170	40	230	136	128	137	226	209	175	208	269	166	104	107	303	307	385	173	318	53	344	173	172	142
AT1G03970.1	330	271	225	512	73	449	948	773	888	580	483	412	584	694	482	165	624	1172	384	477	365	500	147	980	858	745	795
AT1G03980.1	246	188	181	353	46	309	670	540	640	419	329	283	386	460	306	118	496	851	286	364	255	341	92	664	645	536	564
AT1G03982.1	0	0	0	0	1	0	0	0	0	1	0	0	3	1	4	0	1	0	0	1	0	2	0	0	0	0	0
AT1G03990.1	600	373	293	2048	434	2183	2538	2324	2717	1006	985	941	2013	2786	2036	449	1461	3259	762	919	642	2502	510	3730	2178	2018	2143
AT1G04000.1	148	105	108	177	33	182	288	243	312	171	111	108	211	349	209	82	389	673	141	188	107	268	56	338	472	400	319
AT1G04010.1	88	68	53	70	9	90	117	79	125	111	80	78	62	77	48	71	52	170	91	132	65	74	14	96	89	105	120
AT1G04020.1	58	47	43	2	1	6	0	0	0	71	0	7	0	0	1	3	0	2	45	26	18	1	0	2	0	1	0
AT1G04030.1	174	133	105	136	39	158	141	104	135	263	222	177	215	241	162	90	122	271	221	196	136	158	32	290	134	133	119
AT1G04040.1	69	82	68	43	11	61	46	30	34	227	89	52	87	112	57	107	130	234	64	51	43	43	14	74	70	67	52
AT1G04050.1	81	55	54	32	6	45	32	29	37	84	74	67	21	23	15	4	12	36	87	122	58	48	13	74	31	26	25
AT1G04070.1	417	387	351	567	85	590	150	122	153	393	346	221	469	560	334	30	152	224	426	513	403	507	127	1004	208	170	140
AT1G04080.3	2236	1493	1157	1198	321	1765	1171	1030	1159	1890	1762	1678	1032	1347	918	466	678	1809	2656	2973	1581	1689	339	1932	989	996	1004
AT1G04090.1	1	0	2	1	0	2	7	10	2	3	0	3	5	2	2	0	1	4	2	2	3	0	0	0	2	1	4
AT1G04100.1	43	27	28	53	15	62	73	62	92	90	109	55	73	60	44	31	78	127	67	62	42	55	9	76	67	82	63
AT1G04110.1	16	13	14	1	0	4	0	2	2	44	1	2	0	2	1	0	0	2	12	15	11	3	0	6	0	0	1
AT1G04120.1	1960	1275	1027	1758	472	2084	2116	1958	2313	3768	4168	4228	1398	1485	1424	648	1301	3056	2930	3309	1995	1894	337	2596	1565	1770	1761
AT1G04130.1	422	362	301	462	100	436	437	327	424	430	476	340	426	505	354	123	157	443	446	512	338	463	125	878	312	283	278
AT1G04140.2	1905	1248	838	1442	380	1909	1632	1528	1767	1650	1890	1717	1594	2091	1650	475	690	2004	2328	2413	1451	2024	353	2820	1279	1230	1145
AT1G04150.1	2	1	0	1	0	0	0	0	0	4	1	1	1	1	0	0	0	3	0	2	2	2	1	0	0	1	0
AT1G04160.1	41	22	23	14	5	30	19	12	27	85	25	26	30	48	30	20	16	50	36	43	19	22	2	26	8	26	11
AT1G04170.1	3594	3041	2497	2881	581	3391	1695	1435	1836	3337	3049	2733	2242	2903	1839	665	1179	2390	3992	4195	2816	2693	703	4640	1744	1550	1487
AT1G04171.1	0	0	0	0	1	0	2	3	4	0	0	0	0	0	0	0	3	2	0	1	0	0	1	0	2	1	2
AT1G04180.1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AT1G04190.1	1422	1401	1146	1291	251	1254	460	312	468	1141	1122	837	589	686	526	177	216	446	1427	1441	1164	750	261	1734	390	314	374
AT1G04200.1	235	154	127	130	34	196	208	197	198	266	231	200	151	229	170	140	160	394	275	296	173	167	33	234	163	222	201
AT1G04210.1	1544	1051	883	1090	259	1475	974	946	1049	1189	1131	1111	1457	1673	1305	210	419	1024	2081	2110	1299	1675	318	2464	758	724	735
AT1G04220.1	17	15	19	2	1	4	0	6	2	25	9	6	3	9	3	1	4	2	9	13	9	2	1	4	4	7	4
AT1G04230.1	288	234	221	290	51	316	401	308	423	315	307	280	295	423	267	176	224	519	348	359	241	331	89	552	347	327	287
AT1G04240.1	7	17	9	5	1	7	6	13	3	38	2	0	9	10	4	8	13	10	7	8	6	6	2	6	3	11	9
AT1G04250.1	12	13	7	2	0	2	2	2	1	46	6	4	0	0	1	20	0	2	7	4	6	0	0	2	2	0	1
AT1G04260.1	302	250	236	388	60	368	310	245	348	378	315	267	386	573	324	68	308	511	306	347	282	337	127	550	347	332	317
AT1G04270.1	17096	18229	15665	8773	1570	9633	1945	1613	2086	13112	11657	9073	3717	4300	2924	643	1061	2161	16325	15957	13546	5303	1729	11102	2320	1871	1806
AT1G04280.1	194	170	165	137	21	117	51	37	61	120	92	99	74	81	51	15	17	53	161	179	113	95	35	164	44	42	42
AT1G04290.1	257	353	270	231	45	213	119	74	95	250	185	156	197	209	159	38	72	113	257	233	234	160	53	392	79	82	98
AT1G04300.3	1598	1054	784	1197	336	1698	2896	2368	3020	1738	1891	1891	1865	2275	1778	791	1902	4818	2022	2410	1436	2290	354	3036	2338	2294	2498
AT1G04310.1	162	114	113	90	14	92	108	72	99	251	234	225	47	58	36	33	95	178	241	272	197	96	22	120	168	142	132
AT1G04330.1	0	2	1	2	0	2	5	1	4	1	0	1	1	2	1	1	3	5	0	0	1	2	0	0	8	7	3
AT1G04340.1	559	505	416	602	117	569	100	104	118	434	385	275	556	633	402	57	51	124	593	559	432	518	134	992	125	89	102
AT1G04350.1	191	156	126	303	71	366	452	341	516	398	381	324	252	261	171	27	68	172	285	366	196	286	57	524	186	167	156
AT1G04360.1	66	36	38	86	17	91	176	161	214	115	86	89	142	196	121	26	102	246	55	75	54	113	23	156	195	149	175
AT1G04370.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G04380.1	12	8	10	13	2	4	2	40	5	25	12	12	8	21	13	3	5	10	14	20	10	9	1	24	2	6	3
AT1G04390.1	273	203	179	217	56	347	324	281	352	309	344	315	258	333	252	79	183	528	429	539	290	380	80	506	257	255	267
AT1G04400.2	1138	912	712	1270	253	1344	2385	2257	2529	1292	1056	1051	1771	2171	1569	504	1378	2974	1402	1524	967	1748	419	2820	1889	1862	1774
AT1G04410.1	14061	11880	10721	10529	1822	10793	2010	1666	2005	8702	7300	6841	3505	4680	3390	448	642	1324	11788	11213	8692	6469	1854	10568	1732	1451	1427
AT1G04420.1	472	498	385	157	30	177	156	123	157	467	184	149	47	52	50	36	28	92	345	377	266	89	31	114	79	77	55
AT1G04430.1	325	335	199	68	19	87	40	41	53	435	143	157	27	25	10	44	7	21	208	207	163	44	6	92	33	32	24
AT1G04440.1	434	317	272	373	75	456	325	383	405	505	412	406	511	705	431	135	208	466	566	661	369	617	122	818	385	335	291
AT1G04445.1	4	0	0	2	0	8	23	14	19	4	6	1	4	7	9	0	10	13	4	4	2	10	2	10	9	7	8
AT1G04450.1	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	2
AT1G04470.1	0	0	1	0	0	1	9	31	7	1	0	0	0	1	2	4	1	17	1	0	1	4	0	2	12	11	11
AT1G04480.1	4302	5003	4460	3342	583	3387	890	647	936	3003	2467	1783	2081	2545	1626	283	418	762	4312	4561	3902	2207	828	5434	866	793	776
AT1G04490.1	15	10	9	6	0	3	2	2	5	12	13	15	4	10	3	0	0	3	15	16	9	2	2	8	6	2	2
AT1G04500.1	0	0	0	0	0	0	0	4	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
AT1G04501.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G04510.1	1576	1084	907	1436	346	1916	1295	997	1371	1471	1336	1236	1459	1894	1295	802	891	2007	1896	1876	1192	1858	399	2820	1147	1162	1018
AT1G04520.1	139	125	114	46	5	58	2	1	1	116	29	17	16	20	7	7	0	4	151	145	81	21	6	38	5	1	0
AT1G04530.1	984	938	811	1159	188	1030	2119	1576	2026	1231	1244	928	1024	1316	838	544	1126	2277	1102	1301	997	980	261	2048	1676	1469	1483
AT1G04540.1	9	9	10	1	1	3	1	30	3	7	1	1	1	2	3	4	4	9	10	4	5	1	1	0	18	13	25
AT1G04550.2	334	307	236	315	43	274	210	169	206	303	278	217	155	174	118	40	75	137	400	459	275	225	49	392	149	130	113
AT1G04555.1	87	103	88	146	28	133	196	164	209	149	119	81	154	226	175	52	87	199	127	123	94	149	35	248	157	185	138
AT1G04560.1	20774	20877	17283	65770	11282	54207	142852	112240	157810	53587	46695	35935	69594	87290	59073	46838	109049	187364	25891	28868	26895	44345	12917	102646	131217	131537	131426
AT1G04570.1	41	69	35	55	14	79	78	61	87	97	81	93	99	129	61	16	49	86	66	78	48	87	11	142	54	49	37
AT1G04580.1	43	32	24	5	2	4	3	27	6	15	12	11	8	4	5	0	3	3	39	33	16	8	1	10	3	5	1
AT1G04590.2	1249	1250	1036	1098	214	1085	827	693	856	1323	1237	1006	761	873	648	276	421	782	1324	1486	1146	803	229	1774	628	643	646
AT1G04600.1	28	11	9	19	4	29	24	23	31	22	13	14	13	14	12	3	4	11	22	23	11	22	3	36	10	9	8
AT1G04610.1	8	12	9	0	0	1	1	2	3	2	4	1	1	0	0	1	0	0	8	7	4	0	0	0	0	1	1
AT1G04620.1	683	579	456	301	85	413	363	320	416	588	450	369	171	178	137	130	115	311	560	643	390	257	57	388	222	202	238
AT1G04625.1	61	53	48	45	10	44	18	22	18	49	32	34	36	50	44	3	21	11	51	55	42	38	9	80	19	23	20
AT1G04630.1	535	590	503	356	75	331	169	152	208	410	351	309	334	421	254	99	172	265	492	522	398	311	94	650	218	168	178
AT1G04635.1	163	202	160	203	24	197	69	53	83	113	115	81	136	154	100	13	57	74	204	206	155	120	46	278	84	72	48
AT1G04640.1	176	207	152	169	36	190	221	164	217	184	100	92	98	96	68	25	102	159	135	137	140	107	36	250	132	113	108
AT1G04645.1	1	3	1	0	1	1	0	4	2	1	2	2	1	2	0	0	0	0	1	2	0	0	0	2	0	1	0
AT1G04650.1	75	55	38	54	11	63	60	40	64	93	73	102	51	54	36	13	42	109	62	86	61	69	17	110	52	46	51
AT1G04660.1	235	178	172	795	152	725	417	289	380	337	392	257	822	1219	589	75	280	518	253	374	251	936	209	1192	399	348	317
AT1G04670.1	0	0	0	0	0	0	0	11	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0
AT1G04680.1	92	92	75	3	1	20	0	0	0	461	29	45	1	0	1	11	0	1	11	10	34	4	0	4	1	2	1
AT1G04684.1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G04690.1	1559	1552	1216	1410	252	1323	1062	901	1186	1567	1430	1251	1042	1125	819	381	735	1549	1791	1640	1386	1078	295	2194	959	881	964
AT1G04700.1	23	17	17	5	0	5	8	18	5	43	30	33	8	12	9	9	11	20	43	54	16	6	1	10	7	5	8
AT1G04710.1	558	471	410	232	58	266	227	203	276	517	539	425	129	156	107	81	109	203	583	549	402	162	32	306	163	144	150
AT1G04730.1	42	34	30	8	3	18	2	4	2	49	17	27	6	20	7	3	6	9	46	60	21	13	1	18	5	4	1
AT1G04750.1	1087	1189	969	1190	201	1115	743	598	852	1310	977	850	1133	1222	848	323	570	980	1263	1277	1076	974	296	1942	542	631	714
AT1G04760.1	5	2	1	3	0	5	0	2	2	28	5	1	3	7	4	1	4	0	4	3	3	4	0	6	1	3	0
AT1G04770.1	681	510	555	867	161	990	33	36	32	897	871	793	1407	2090	1058	79	166	345	1163	1525	834	1676	407	2414	134	85	82
AT1G04778.1	1	1	0	0	0	3	21	15	10	6	1	0	9	4	3	4	5	5	0	1	2	6	0	6	5	9	9
AT1G04780.1	695	544	440	738	154	822	461	420	511	527	554	474	947	1095	806	84	262	647	928	958	583	1292	261	1852	407	387	389
AT1G04790.1	702	491	416	501	92	581	604	586	663	692	791	627	616	790	560	187	344	766	888	896	617	635	159	990	590	591	514
AT1G04800.1	15	18	11	48	9	41	40	42	48	215	24	14	50	88	50	3	19	45	14	23	18	74	25	98	27	29	31
AT1G04810.1	1690	1235	812	2840	742	3448	1122	898	1063	1614	1526	1475	5007	5865	4572	513	857	2231	1914	1909	1408	4851	924	7322	1020	1014	1132
AT1G04820.1	1392	1058	1157	124	22	195	43	73	46	2108	414	428	56	91	43	109	45	88	949	772	582	107	16	115	57	59	42
AT1G04830.2	576	412	325	561	142	684	1818	1504	2068	805	918	807	823	1064	660	937	1203	2823	777	912	555	853	170	1484	1585	1633	1559
AT1G04840.1	47	36	47	42	11	49	30	32	33	60	55	47	36	30	19	3	5	11	83	75	45	49	7	36	22	21	23
AT1G04850.1	2320	2268	1850	1871	352	1807	1398	1194	1455	2480	2222	1876	1412	1795	1362	695	908	1609	2355	2431	1942	1660	466	3174	1222	1013	1112
AT1G04860.1	961	774	621	857	221	960	639	541	664	876	951	883	803	942	806	111	312	746	1095	1248	812	1083	217	1688	574	539	533
AT1G04870.2	1526	1583	1167	1071	202	1073	403	341	438	1127	1106	849	554	650	463	148	253	497	1649	1670	1244	809	225	1608	467	412	416
AT1G04880.1	27	15	20	9	1	9	3	7	0	17	14	13	3	2	2	0	0	0	14	22	16	1	0	6	3	0	0
AT1G04890.1	0	0	0	1	0	0	0	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	1	0	0
